from	to	similarity	from_parent	to_parent	edgename	from_max	from_max_diff	similarity_from	to_max	to_max_diff	similarity_to	edge_occ	from_occ	to_occ	edge_id
C4-224 Post-1 GLU-1 ZNF676 NXPH2	C465-7: Irx3.Lmx1a.Pitx2.Irx5.GLU-2	0.772807026541392	C3-84 Post-1 GLU-1 ZNF676	C286-4: Lmx1a.Pitx2.Irx5.GLU-2	C4-224 Post-1 GLU-1 ZNF676 NXPH2_C465-7: Irx3.Lmx1a.Pitx2.Irx5.GLU-2	0.795921355725186	0	0.795921355725186	0.81903568490898	0.0231143291837941	0.772807026541392	1	1	4	C4-224 Post-1 GLU-1 ZNF676 NXPH2_C465-7: Irx3.Lmx1a.Pitx2.Irx5.GLU-2
C4-225 Post-1 GLU-1 ZNF676 HMCN1	C465-4: Egflam.Lmx1a.Pitx2.Irx5.GLU-2	0.754196119020885	C3-84 Post-1 GLU-1 ZNF676	C286-4: Lmx1a.Pitx2.Irx5.GLU-2	C4-225 Post-1 GLU-1 ZNF676 HMCN1_C465-4: Egflam.Lmx1a.Pitx2.Irx5.GLU-2	0.828857554069493	0	0.828857554069493	0.903518989118101	0.074661435048608	0.754196119020885	1	1	1	C4-225 Post-1 GLU-1 ZNF676 HMCN1_C465-4: Egflam.Lmx1a.Pitx2.Irx5.GLU-2
C4-226 Post-1 GLU-1 ZNF676 IRX6	C465-6: Barhl2.Lmx1a.Pitx2.Irx5.GLU-2	0.816597959951681	C3-84 Post-1 GLU-1 ZNF676	C286-4: Lmx1a.Pitx2.Irx5.GLU-2	C4-226 Post-1 GLU-1 ZNF676 IRX6_C465-6: Barhl2.Lmx1a.Pitx2.Irx5.GLU-2	0.816597959951681	0	0.816597959951681	0.816597959951681	0	0.816597959951681	1	1	1	C4-226 Post-1 GLU-1 ZNF676 IRX6_C465-6: Barhl2.Lmx1a.Pitx2.Irx5.GLU-2
C4-228 Post-1 GLU-1 ZNF676 POU6F2	C465-7: Irx3.Lmx1a.Pitx2.Irx5.GLU-2	0.78208035886989	C3-84 Post-1 GLU-1 ZNF676	C286-4: Lmx1a.Pitx2.Irx5.GLU-2	C4-228 Post-1 GLU-1 ZNF676 POU6F2_C465-7: Irx3.Lmx1a.Pitx2.Irx5.GLU-2	0.800558021889435	0	0.800558021889435	0.81903568490898	0.018477663019545	0.78208035886989	1	1	4	C4-228 Post-1 GLU-1 ZNF676 POU6F2_C465-7: Irx3.Lmx1a.Pitx2.Irx5.GLU-2
C4-230 Post-1 GLU-1 EBF2 IL1RAPL2	C465-47: Th.Ebf3.Lmx1a.GLU-2	0.922859396944572	C3-85 Post-1 GLU-1 EBF2	C286-27: Ebf3.Lmx1a.GLU-2	C4-230 Post-1 GLU-1 EBF2 IL1RAPL2_C465-47: Th.Ebf3.Lmx1a.GLU-2	0.922859396944572	0	0.922859396944572	0.922859396944572	0	0.922859396944572	1	1	1	C4-230 Post-1 GLU-1 EBF2 IL1RAPL2_C465-47: Th.Ebf3.Lmx1a.GLU-2
C4-231 Post-1 GLU-1 EBF2 PLEKHH2	C465-46: Crhbp.Ebf3.Lmx1a.GLU-2	0.88133645591077	C3-85 Post-1 GLU-1 EBF2	C286-27: Ebf3.Lmx1a.GLU-2	C4-231 Post-1 GLU-1 EBF2 PLEKHH2_C465-46: Crhbp.Ebf3.Lmx1a.GLU-2	0.891732215707808	0	0.891732215707808	0.902127975504845	0.0103957597970376	0.88133645591077	1	1	1	C4-231 Post-1 GLU-1 EBF2 PLEKHH2_C465-46: Crhbp.Ebf3.Lmx1a.GLU-2
C4-232 Post-1 GLU-2 CRYBG3 THSD7B	C465-44: Tac2.Ebf3.Foxb1.GLU-2	0.834783500502058	C3-86 Post-1 GLU-2 CRYBG3	C286-26: Ebf3.Foxb1.GLU-2	C4-232 Post-1 GLU-2 CRYBG3 THSD7B_C465-44: Tac2.Ebf3.Foxb1.GLU-2	0.834783500502058	0	0.834783500502058	0.834783500502058	0	0.834783500502058	1	1	1	C4-232 Post-1 GLU-2 CRYBG3 THSD7B_C465-44: Tac2.Ebf3.Foxb1.GLU-2
C4-234 Post-1 GLU-2 IL1RAPL2 NWD2	C465-41: Dkk2.Pde11a.Foxb1.GLU-2	0.95484475223644	C3-87 Post-1 GLU-2 IL1RAPL2	C286-25: Pde11a.Foxb1.GLU-2	C4-234 Post-1 GLU-2 IL1RAPL2 NWD2_C465-41: Dkk2.Pde11a.Foxb1.GLU-2	0.95484475223644	0	0.95484475223644	0.95484475223644	0	0.95484475223644	1	1	1	C4-234 Post-1 GLU-2 IL1RAPL2 NWD2_C465-41: Dkk2.Pde11a.Foxb1.GLU-2
C4-236 Post-1 GLU-2 IL1RAPL2 NTS	C465-45: Gpc5.Ebf3.Foxb1.GLU-2	0.822936503087798	C3-87 Post-1 GLU-2 IL1RAPL2	C286-26: Ebf3.Foxb1.GLU-2	C4-236 Post-1 GLU-2 IL1RAPL2 NTS_C465-45: Gpc5.Ebf3.Foxb1.GLU-2	0.857524313307214	0.0165546585508645	0.824414996205485	0.859002806424902	0.0180331516685518	0.822936503087798	1	1	1	C4-236 Post-1 GLU-2 IL1RAPL2 NTS_C465-45: Gpc5.Ebf3.Foxb1.GLU-2
C4-237 Post-1 GLU-2 IL1RAPL2 FIGN	C465-42: Ebf3.Pde11a.Foxb1.GLU-2	0.803467659272035	C3-87 Post-1 GLU-2 IL1RAPL2	C286-25: Pde11a.Foxb1.GLU-2	C4-237 Post-1 GLU-2 IL1RAPL2 FIGN_C465-42: Ebf3.Pde11a.Foxb1.GLU-2	0.873393417418083	0.0243511079998519	0.82469120141838	0.894616959564428	0.0455746501461962	0.803467659272035	1	1	1	C4-237 Post-1 GLU-2 IL1RAPL2 FIGN_C465-42: Ebf3.Pde11a.Foxb1.GLU-2
C4-24 Pre-1 GABA-1 SEMA3C CFH	C465-314: Cxcl14.Tac1.Meis2.GABA-5	0.780133674681418	C3-26 Pre-1 GABA-1 SEMA3C	C286-193: Cxcl14.Tac1.Meis2.GABA-5	C4-24 Pre-1 GABA-1 SEMA3C CFH_C465-314: Cxcl14.Tac1.Meis2.GABA-5	0.851098188238762	0	0.851098188238762	0.922062701796106	0.0709645135573436	0.780133674681418	1	1	3	C4-24 Pre-1 GABA-1 SEMA3C CFH_C465-314: Cxcl14.Tac1.Meis2.GABA-5
C4-247 Post-1 GLU-3 AGTR1 EBF2	C465-8: Slc6a3.Pitx2.Irx5.GLU-2	0.978261192775088	C3-92 Post-1 GLU-3 AGTR1	C286-5: Slc6a3.Pitx2.Irx5.GLU-2	C4-247 Post-1 GLU-3 AGTR1 EBF2_C465-8: Slc6a3.Pitx2.Irx5.GLU-2	0.978261192775088	0	0.978261192775088	0.978261192775088	0	0.978261192775088	1	1	1	C4-247 Post-1 GLU-3 AGTR1 EBF2_C465-8: Slc6a3.Pitx2.Irx5.GLU-2
C4-248 Post-1 GLU-3 AGTR1 EPB41L4A	C465-10: Pard3b.Nts.Irx5.GLU-2	0.935960403595827	C3-92 Post-1 GLU-3 AGTR1	C286-6: Nts.Irx5.GLU-2	C4-248 Post-1 GLU-3 AGTR1 EPB41L4A_C465-10: Pard3b.Nts.Irx5.GLU-2	0.935960403595827	0	0.935960403595827	0.935960403595827	0	0.935960403595827	1	2	1	C4-248 Post-1 GLU-3 AGTR1 EPB41L4A_C465-10: Pard3b.Nts.Irx5.GLU-2
C4-249 Post-1 GLU-3 CBLN2 ADAMTS17	C465-11: Rxfp1.Irx5.GLU-2	0.905649524815994	C3-93 Post-1 GLU-3 CBLN2	C286-7: Rxfp1.Irx5.GLU-2	C4-249 Post-1 GLU-3 CBLN2 ADAMTS17_C465-11: Rxfp1.Irx5.GLU-2	0.905649524815994	0	0.905649524815994	0.905649524815994	0	0.905649524815994	1	1	3	C4-249 Post-1 GLU-3 CBLN2 ADAMTS17_C465-11: Rxfp1.Irx5.GLU-2
C4-250 Post-1 GLU-3 CBLN2 CHST9	C465-11: Rxfp1.Irx5.GLU-2	0.901520820914071	C3-93 Post-1 GLU-3 CBLN2	C286-7: Rxfp1.Irx5.GLU-2	C4-250 Post-1 GLU-3 CBLN2 CHST9_C465-11: Rxfp1.Irx5.GLU-2	0.903585172865033	0	0.903585172865033	0.905649524815994	0.00206435195096155	0.901520820914071	1	1	3	C4-250 Post-1 GLU-3 CBLN2 CHST9_C465-11: Rxfp1.Irx5.GLU-2
C4-251 Post-1 GLU-3 CBLN2 CALCRL	C465-11: Rxfp1.Irx5.GLU-2	0.897522845797158	C3-93 Post-1 GLU-3 CBLN2	C286-7: Rxfp1.Irx5.GLU-2	C4-251 Post-1 GLU-3 CBLN2 CALCRL_C465-11: Rxfp1.Irx5.GLU-2	0.901586185306576	0	0.901586185306576	0.905649524815994	0.00406333950941806	0.897522845797158	1	1	3	C4-251 Post-1 GLU-3 CBLN2 CALCRL_C465-11: Rxfp1.Irx5.GLU-2
C4-253 Post-1 GLU-4 THSD7B SGCG	C465-5: Cdh23.Lmx1a.Pitx2.Irx5.GLU-2	0.768432832509459	C3-94 Post-1 GLU-4 THSD7B	C286-4: Lmx1a.Pitx2.Irx5.GLU-2	C4-253 Post-1 GLU-4 THSD7B SGCG_C465-5: Cdh23.Lmx1a.Pitx2.Irx5.GLU-2	0.771932670761098	0	0.771932670761098	0.775432509012737	0.00349983825163924	0.768432832509459	1	1	2	C4-253 Post-1 GLU-4 THSD7B SGCG_C465-5: Cdh23.Lmx1a.Pitx2.Irx5.GLU-2
C4-257 Post-1 GLU-4 CRNDE ADCYAP1	C465-5: Cdh23.Lmx1a.Pitx2.Irx5.GLU-2	0.775432509012737	C3-95 Post-1 GLU-4 CRNDE	C286-4: Lmx1a.Pitx2.Irx5.GLU-2	C4-257 Post-1 GLU-4 CRNDE ADCYAP1_C465-5: Cdh23.Lmx1a.Pitx2.Irx5.GLU-2	0.775432509012737	0	0.775432509012737	0.775432509012737	0	0.775432509012737	1	1	2	C4-257 Post-1 GLU-4 CRNDE ADCYAP1_C465-5: Cdh23.Lmx1a.Pitx2.Irx5.GLU-2
C4-26 Pre-1 GABA-1 PRKCH RXFP2	C465-311: Crym.Ppp1r1b.Tac1.Meis2.GABA-5	0.754645125521751	C3-27 Pre-1 GABA-1 PRKCH	C286-192: Ppp1r1b.Tac1.Meis2.GABA-5	C4-26 Pre-1 GABA-1 PRKCH RXFP2_C465-311: Crym.Ppp1r1b.Tac1.Meis2.GABA-5	0.754645125521751	0	0.754645125521751	0.754645125521751	0	0.754645125521751	1	1	1	C4-26 Pre-1 GABA-1 PRKCH RXFP2_C465-311: Crym.Ppp1r1b.Tac1.Meis2.GABA-5
C4-260 Mid-3 GLU-1 RSPO3 POU6F2	C465-38: Tcf7l2.Tbr1.Meis2.Samd3.GLU-2	0.887299658206996	C3-97 Mid-3 GLU-1 RSPO3	C286-22: Tbr1.Meis2.Samd3.GLU-2	C4-260 Mid-3 GLU-1 RSPO3 POU6F2_C465-38: Tcf7l2.Tbr1.Meis2.Samd3.GLU-2	0.896631321216656	0	0.896631321216656	0.905962984226317	0.00933166300966048	0.887299658206996	1	1	3	C4-260 Mid-3 GLU-1 RSPO3 POU6F2_C465-38: Tcf7l2.Tbr1.Meis2.Samd3.GLU-2
C4-261 Mid-3 GLU-1 RSPO3 ROR1	C465-39: Ndnf.Meis2.Samd3.GLU-2	0.862431001335985	C3-97 Mid-3 GLU-1 RSPO3	C286-23: Ndnf.Meis2.Samd3.GLU-2	C4-261 Mid-3 GLU-1 RSPO3 ROR1_C465-39: Ndnf.Meis2.Samd3.GLU-2	0.862431001335985	0	0.862431001335985	0.862431001335985	0	0.862431001335985	1	1	1	C4-261 Mid-3 GLU-1 RSPO3 ROR1_C465-39: Ndnf.Meis2.Samd3.GLU-2
C4-262 Mid-3 GLU-1 RSPO3 NMBR	C465-38: Tcf7l2.Tbr1.Meis2.Samd3.GLU-2	0.905962984226317	C3-97 Mid-3 GLU-1 RSPO3	C286-22: Tbr1.Meis2.Samd3.GLU-2	C4-262 Mid-3 GLU-1 RSPO3 NMBR_C465-38: Tcf7l2.Tbr1.Meis2.Samd3.GLU-2	0.905962984226317	0	0.905962984226317	0.905962984226317	0	0.905962984226317	1	1	3	C4-262 Mid-3 GLU-1 RSPO3 NMBR_C465-38: Tcf7l2.Tbr1.Meis2.Samd3.GLU-2
C4-263 Mid-3 GLU-1 RSPO3 TGFBI	C465-38: Tcf7l2.Tbr1.Meis2.Samd3.GLU-2	0.724599357966328	C3-97 Mid-3 GLU-1 RSPO3	C286-22: Tbr1.Meis2.Samd3.GLU-2	C4-263 Mid-3 GLU-1 RSPO3 TGFBI_C465-38: Tcf7l2.Tbr1.Meis2.Samd3.GLU-2	0.815281171096322	0	0.815281171096322	0.905962984226317	0.0906818131299945	0.724599357966328	1	1	3	C4-263 Mid-3 GLU-1 RSPO3 TGFBI_C465-38: Tcf7l2.Tbr1.Meis2.Samd3.GLU-2
C4-264 Mid-3 GLU-1 ONECUT3 AGTR1	C465-34: Tbr1.Gng8.Samd3.GLU-2	0.786951767509815	C3-98 Mid-3 GLU-1 ONECUT3	C286-21: Gng8.Samd3.GLU-2	C4-264 Mid-3 GLU-1 ONECUT3 AGTR1_C465-34: Tbr1.Gng8.Samd3.GLU-2	0.819113053837066	0	0.819113053837066	0.851274340164317	0.0321612863272508	0.786951767509815	1	1	2	C4-264 Mid-3 GLU-1 ONECUT3 AGTR1_C465-34: Tbr1.Gng8.Samd3.GLU-2
C4-265 Mid-3 GLU-1 ONECUT3 OPN5	C465-34: Tbr1.Gng8.Samd3.GLU-2	0.851274340164317	C3-98 Mid-3 GLU-1 ONECUT3	C286-21: Gng8.Samd3.GLU-2	C4-265 Mid-3 GLU-1 ONECUT3 OPN5_C465-34: Tbr1.Gng8.Samd3.GLU-2	0.851274340164317	0	0.851274340164317	0.851274340164317	0	0.851274340164317	1	1	2	C4-265 Mid-3 GLU-1 ONECUT3 OPN5_C465-34: Tbr1.Gng8.Samd3.GLU-2
C4-266 Mid-3 GLU-1 DLK1 TAC1	C465-37: Mab21l2.Tbr1.Meis2.Samd3.GLU-2	0.817699594818634	C3-99 Mid-3 GLU-1 DLK1	C286-22: Tbr1.Meis2.Samd3.GLU-2	C4-266 Mid-3 GLU-1 DLK1 TAC1_C465-37: Mab21l2.Tbr1.Meis2.Samd3.GLU-2	0.854375546741927	0	0.854375546741927	0.89105149866522	0.0366759519232929	0.817699594818634	1	1	1	C4-266 Mid-3 GLU-1 DLK1 TAC1_C465-37: Mab21l2.Tbr1.Meis2.Samd3.GLU-2
C4-268 Mid-3 GLU-1 DLK1 EBF2	C465-49: Sln.GLU-2	0.721989477509845	C3-99 Mid-3 GLU-1 DLK1	C286-29: Sln.GLU-2	C4-268 Mid-3 GLU-1 DLK1 EBF2_C465-49: Sln.GLU-2	0.721989477509845	0	0.721989477509845	0.721989477509845	0	0.721989477509845	1	1	1	C4-268 Mid-3 GLU-1 DLK1 EBF2_C465-49: Sln.GLU-2
C4-269 Mid-3 GLU-1 DLK1 CLDN1	C465-36: Mab21l1.Tbr1.Meis2.Samd3.GLU-2	0.817838607576869	C3-99 Mid-3 GLU-1 DLK1	C286-22: Tbr1.Meis2.Samd3.GLU-2	C4-269 Mid-3 GLU-1 DLK1 CLDN1_C465-36: Mab21l1.Tbr1.Meis2.Samd3.GLU-2	0.817838607576869	0	0.817838607576869	0.817838607576869	0	0.817838607576869	1	1	1	C4-269 Mid-3 GLU-1 DLK1 CLDN1_C465-36: Mab21l1.Tbr1.Meis2.Samd3.GLU-2
C4-27 Pre-1 GABA-1 PRKCH DCDC2C	C465-312: Scn4b.Ppp1r1b.Tac1.Meis2.GABA-5	0.859698734285047	C3-27 Pre-1 GABA-1 PRKCH	C286-192: Ppp1r1b.Tac1.Meis2.GABA-5	C4-27 Pre-1 GABA-1 PRKCH DCDC2C_C465-312: Scn4b.Ppp1r1b.Tac1.Meis2.GABA-5	0.859698734285047	0	0.859698734285047	0.859698734285047	0	0.859698734285047	1	1	1	C4-27 Pre-1 GABA-1 PRKCH DCDC2C_C465-312: Scn4b.Ppp1r1b.Tac1.Meis2.GABA-5
C4-271 Mid-3 GLU-1 DLK1 ITGA8	C465-40: Ucn3.Meis2.Samd3.GLU-2	0.779486178407368	C3-99 Mid-3 GLU-1 DLK1	C286-24: Ucn3.Meis2.Samd3.GLU-2	C4-271 Mid-3 GLU-1 DLK1 ITGA8_C465-40: Ucn3.Meis2.Samd3.GLU-2	0.779486178407368	0	0.779486178407368	0.779486178407368	0	0.779486178407368	1	1	3	C4-271 Mid-3 GLU-1 DLK1 ITGA8_C465-40: Ucn3.Meis2.Samd3.GLU-2
C4-272 Mid-3 GLU-1 DLK1 EMX2	C465-40: Ucn3.Meis2.Samd3.GLU-2	0.774575345244726	C3-99 Mid-3 GLU-1 DLK1	C286-24: Ucn3.Meis2.Samd3.GLU-2	C4-272 Mid-3 GLU-1 DLK1 EMX2_C465-40: Ucn3.Meis2.Samd3.GLU-2	0.777030761826047	0	0.777030761826047	0.779486178407368	0.00245541658132142	0.774575345244726	1	1	3	C4-272 Mid-3 GLU-1 DLK1 EMX2_C465-40: Ucn3.Meis2.Samd3.GLU-2
C4-273 Mid-3 GLU-1 DLK1 TSPEAR	C465-40: Ucn3.Meis2.Samd3.GLU-2	0.744831477949654	C3-99 Mid-3 GLU-1 DLK1	C286-24: Ucn3.Meis2.Samd3.GLU-2	C4-273 Mid-3 GLU-1 DLK1 TSPEAR_C465-40: Ucn3.Meis2.Samd3.GLU-2	0.762158828178511	0	0.762158828178511	0.779486178407368	0.0173273502288573	0.744831477949654	1	1	3	C4-273 Mid-3 GLU-1 DLK1 TSPEAR_C465-40: Ucn3.Meis2.Samd3.GLU-2
C4-276 Mid-3 GLU-1 OTP MEIS1	C465-7: Irx3.Lmx1a.Pitx2.Irx5.GLU-2	0.731942806416755	C3-100 Mid-3 GLU-1 OTP	C286-4: Lmx1a.Pitx2.Irx5.GLU-2	C4-276 Mid-3 GLU-1 OTP MEIS1_C465-7: Irx3.Lmx1a.Pitx2.Irx5.GLU-2	0.775489245662867	0	0.775489245662867	0.81903568490898	0.0435464392461121	0.731942806416755	1	1	4	C4-276 Mid-3 GLU-1 OTP MEIS1_C465-7: Irx3.Lmx1a.Pitx2.Irx5.GLU-2
C4-277 Mid-3 GLU-2 CBLN2 PTPRC	C465-22: Asic4.Igfbpl1.Cbln2.Trh.GLU-2	0.91671254752292	C3-101 Mid-3 GLU-2 CBLN2	C286-13: Igfbpl1.Cbln2.Trh.GLU-2	C4-277 Mid-3 GLU-2 CBLN2 PTPRC_C465-22: Asic4.Igfbpl1.Cbln2.Trh.GLU-2	0.91671254752292	0	0.91671254752292	0.91671254752292	0	0.91671254752292	1	1	1	C4-277 Mid-3 GLU-2 CBLN2 PTPRC_C465-22: Asic4.Igfbpl1.Cbln2.Trh.GLU-2
C4-278 Mid-3 GLU-2 CBLN2 EBF1	C465-23: Ebf1.Igfbpl1.Cbln2.Trh.GLU-2	0.814063432493717	C3-101 Mid-3 GLU-2 CBLN2	C286-13: Igfbpl1.Cbln2.Trh.GLU-2	C4-278 Mid-3 GLU-2 CBLN2 EBF1_C465-23: Ebf1.Igfbpl1.Cbln2.Trh.GLU-2	0.85426127418959	0.0200989208479367	0.814063432493717	0.834162353341653	0	0.834162353341653	1	1	1	C4-278 Mid-3 GLU-2 CBLN2 EBF1_C465-23: Ebf1.Igfbpl1.Cbln2.Trh.GLU-2
C4-279 Mid-3 GLU-2 CBLN2 ONECUT3	C465-21: Agtr1a.Igfbpl1.Cbln2.Trh.GLU-2	0.928631612997672	C3-101 Mid-3 GLU-2 CBLN2	C286-13: Igfbpl1.Cbln2.Trh.GLU-2	C4-279 Mid-3 GLU-2 CBLN2 ONECUT3_C465-21: Agtr1a.Igfbpl1.Cbln2.Trh.GLU-2	0.928631612997672	0	0.928631612997672	0.928631612997672	0	0.928631612997672	1	1	1	C4-279 Mid-3 GLU-2 CBLN2 ONECUT3_C465-21: Agtr1a.Igfbpl1.Cbln2.Trh.GLU-2
C4-280 Mid-3 GLU-2 CBLN2 SIM2	C465-19: Ebf1.Nostrin.Cbln2.Trh.GLU-2	0.925150206481099	C3-101 Mid-3 GLU-2 CBLN2	C286-12: Nostrin.Cbln2.Trh.GLU-2	C4-280 Mid-3 GLU-2 CBLN2 SIM2_C465-19: Ebf1.Nostrin.Cbln2.Trh.GLU-2	0.925150206481099	0	0.925150206481099	0.925150206481099	0	0.925150206481099	1	2	1	C4-280 Mid-3 GLU-2 CBLN2 SIM2_C465-19: Ebf1.Nostrin.Cbln2.Trh.GLU-2
C4-282 Mid-3 GLU-2 OTP EBF1	C465-24: Otp.Gsc.Ebf1.Trh.GLU-2	0.824628604914902	C3-102 Mid-3 GLU-2 OTP	C286-14: Gsc.Ebf1.Trh.GLU-2	C4-282 Mid-3 GLU-2 OTP EBF1_C465-24: Otp.Gsc.Ebf1.Trh.GLU-2	0.854963735502211	0	0.854963735502211	0.88529886608952	0.0303351305873087	0.824628604914902	1	1	1	C4-282 Mid-3 GLU-2 OTP EBF1_C465-24: Otp.Gsc.Ebf1.Trh.GLU-2
C4-283 Mid-3 GLU-2 OTP AGTR1	C465-32: Sst.Tent5a.GLU-2	0.856848036430156	C3-102 Mid-3 GLU-2 OTP	C286-19: Sst.Tent5a.GLU-2	C4-283 Mid-3 GLU-2 OTP AGTR1_C465-32: Sst.Tent5a.GLU-2	0.856848036430156	0	0.856848036430156	0.856848036430156	0	0.856848036430156	1	1	1	C4-283 Mid-3 GLU-2 OTP AGTR1_C465-32: Sst.Tent5a.GLU-2
C4-285 Mid-3 GLU-2 OTP NXPH2	C465-31: Ucn3.Trh.GLU-2	0.895435654430871	C3-102 Mid-3 GLU-2 OTP	C286-18: Ucn3.Trh.GLU-2	C4-285 Mid-3 GLU-2 OTP NXPH2_C465-31: Ucn3.Trh.GLU-2	0.895435654430871	0	0.895435654430871	0.895435654430871	0	0.895435654430871	1	1	1	C4-285 Mid-3 GLU-2 OTP NXPH2_C465-31: Ucn3.Trh.GLU-2
C4-286 Mid-3 GLU-2 EBF2 LRP2	C465-28: Ebf2.Trh.GLU-2	0.919628828847026	C3-103 Mid-3 GLU-2 EBF2	C286-16: Ebf2.Trh.GLU-2	C4-286 Mid-3 GLU-2 EBF2 LRP2_C465-28: Ebf2.Trh.GLU-2	0.919628828847026	0	0.919628828847026	0.919628828847026	0	0.919628828847026	1	1	1	C4-286 Mid-3 GLU-2 EBF2 LRP2_C465-28: Ebf2.Trh.GLU-2
C4-287 Mid-3 GLU-2 EBF2 EBF1	C465-26: Sall3.Gsc.Ebf1.Trh.GLU-2	0.759473309403863	C3-103 Mid-3 GLU-2 EBF2	C286-14: Gsc.Ebf1.Trh.GLU-2	C4-287 Mid-3 GLU-2 EBF2 EBF1_C465-26: Sall3.Gsc.Ebf1.Trh.GLU-2	0.819611505530288	0.0300690980632125	0.759473309403863	0.798553623849648	0.00901121638257263	0.780531191084503	1	1	1	C4-287 Mid-3 GLU-2 EBF2 EBF1_C465-26: Sall3.Gsc.Ebf1.Trh.GLU-2
C4-288 Mid-3 GLU-2 ITGA8 RORB	C465-25: Npas3.Gsc.Ebf1.Trh.GLU-2	0.908720359311011	C3-104 Mid-3 GLU-2 ITGA8	C286-14: Gsc.Ebf1.Trh.GLU-2	C4-288 Mid-3 GLU-2 ITGA8 RORB_C465-25: Npas3.Gsc.Ebf1.Trh.GLU-2	0.908720359311011	0	0.908720359311011	0.908720359311011	0	0.908720359311011	1	1	2	C4-288 Mid-3 GLU-2 ITGA8 RORB_C465-25: Npas3.Gsc.Ebf1.Trh.GLU-2
C4-289 Mid-3 GLU-2 ITGA8 LRP2	C465-25: Npas3.Gsc.Ebf1.Trh.GLU-2	0.852219362342366	C3-104 Mid-3 GLU-2 ITGA8	C286-14: Gsc.Ebf1.Trh.GLU-2	C4-289 Mid-3 GLU-2 ITGA8 LRP2_C465-25: Npas3.Gsc.Ebf1.Trh.GLU-2	0.880469860826688	0	0.880469860826688	0.908720359311011	0.0282504984843227	0.852219362342366	1	1	2	C4-289 Mid-3 GLU-2 ITGA8 LRP2_C465-25: Npas3.Gsc.Ebf1.Trh.GLU-2
C4-290 Mid-3 GLU-2 ONECUT3 CARTPT	C465-30: Pvalb.Syt2.Trh.GLU-2	0.869620984054182	C3-105 Mid-3 GLU-2 ONECUT3	C286-17: Syt2.Trh.GLU-2	C4-290 Mid-3 GLU-2 ONECUT3 CARTPT_C465-30: Pvalb.Syt2.Trh.GLU-2	0.869620984054182	0	0.869620984054182	0.869620984054182	0	0.869620984054182	1	1	1	C4-290 Mid-3 GLU-2 ONECUT3 CARTPT_C465-30: Pvalb.Syt2.Trh.GLU-2
C4-291 Mid-3 GLU-2 ONECUT3 ZIC2	C465-27: Sncg.Ebf1.Trh.GLU-2	0.921337182043283	C3-105 Mid-3 GLU-2 ONECUT3	C286-15: Sncg.Ebf1.Trh.GLU-2	C4-291 Mid-3 GLU-2 ONECUT3 ZIC2_C465-27: Sncg.Ebf1.Trh.GLU-2	0.921337182043283	0	0.921337182043283	0.921337182043283	0	0.921337182043283	1	1	1	C4-291 Mid-3 GLU-2 ONECUT3 ZIC2_C465-27: Sncg.Ebf1.Trh.GLU-2
C4-292 Mid-3 GLU-2 ONECUT3 SIM2	C465-29: Tac1.Syt2.Trh.GLU-2	0.908963065428755	C3-105 Mid-3 GLU-2 ONECUT3	C286-17: Syt2.Trh.GLU-2	C4-292 Mid-3 GLU-2 ONECUT3 SIM2_C465-29: Tac1.Syt2.Trh.GLU-2	0.908963065428755	0	0.908963065428755	0.908963065428755	0	0.908963065428755	1	1	1	C4-292 Mid-3 GLU-2 ONECUT3 SIM2_C465-29: Tac1.Syt2.Trh.GLU-2
C4-293 Mid-3 GLU-3 AVP AGRP	C465-15: Cd68.Nfia.Nxph4.GLU-2	0.744979790157278	C3-106 Mid-3 GLU-3 AVP	C286-9: Nfia.Nxph4.GLU-2	C4-293 Mid-3 GLU-3 AVP AGRP_C465-15: Cd68.Nfia.Nxph4.GLU-2	0.744979790157278	0	0.744979790157278	0.744979790157278	0	0.744979790157278	1	1	1	C4-293 Mid-3 GLU-3 AVP AGRP_C465-15: Cd68.Nfia.Nxph4.GLU-2
C4-295 Mid-3 GLU-3 AVP NTS	C465-16: Sim1.Ebf3.Nxph4.GLU-2	0.728985312393244	C3-106 Mid-3 GLU-3 AVP	C286-10: Ebf3.Nxph4.GLU-2	C4-295 Mid-3 GLU-3 AVP NTS_C465-16: Sim1.Ebf3.Nxph4.GLU-2	0.76619738136306	0	0.76619738136306	0.803409450332876	0.0372120689698159	0.728985312393244	1	1	2	C4-295 Mid-3 GLU-3 AVP NTS_C465-16: Sim1.Ebf3.Nxph4.GLU-2
C4-298 Mid-3 GLU-3 AVP SLC17A7	C465-14: Tcf4.Nfia.Nxph4.GLU-2	0.713274668034881	C3-106 Mid-3 GLU-3 AVP	C286-9: Nfia.Nxph4.GLU-2	C4-298 Mid-3 GLU-3 AVP SLC17A7_C465-14: Tcf4.Nfia.Nxph4.GLU-2	0.768558446465652	0	0.768558446465652	0.823842224896423	0.0552837784307709	0.713274668034881	1	1	2	C4-298 Mid-3 GLU-3 AVP SLC17A7_C465-14: Tcf4.Nfia.Nxph4.GLU-2
