human_cluster	mouse_cluster	human_parent	mouse_parent	similarity	human_count	mouse_count
C4-61 Pre-1 GABA-7 FREM2	C465-84: Nkd2.Bcl11b.Gpr149.GLU-3	C3-40 Pre-1 GABA-7 FREM2	C286-50: Nkd2.Bcl11b.Gpr149.GLU-3	0.755040896880457	1	1
C4-62 Mid-1 GABA-1 SHISAL2B	C465-316: Reln.Nfix.Satb2.GABA-6	C3-41 Mid-1 GABA-1	C286-194: Nfix.Satb2.GABA-6	0.947805198143322	1	2
C4-63 Mid-1 GABA-1 BRS3	C465-318: Th.Slc6a3.Satb2.GABA-6	C3-41 Mid-1 GABA-1	C286-195: Slc6a3.Satb2.GABA-6	0.954224335879331	3	1
C4-64 Mid-1 GABA-1 NR5A2	C465-320: Nr5a2.Satb2.GABA-6	C3-41 Mid-1 GABA-1	C286-196: Nr5a2.Satb2.GABA-6	0.790481994692049	1	1
C4-65 Mid-1 GABA-1 HGF	C465-315: Slc6a3.Nfix.Satb2.GABA-6	C3-41 Mid-1 GABA-1	C286-194: Nfix.Satb2.GABA-6	0.794272894086714	1	1
C4-67 Mid-1 GABA-2 LGR5 NTS	C465-175: C1ql3.Cd79a.Fam122b.Vipr2.GABA-2	C3-42 Mid-1 GABA-2 LGR5	C286-107: Cd79a.Fam122b.Vipr2.GABA-2	0.725874398752247	1	1
C4-69 Mid-1 GABA-2 LGR5 MKX	C465-167: Unassigned.Unassigned.C1ql2.Mixed.GABA-2	C3-42 Mid-1 GABA-2 LGR5	C286-102: Unassigned.C1ql2.Mixed.GABA-2	0.860883127951583	2	1
C4-70 Mid-1 GABA-2 LGR5 SEMA3D	C465-201: Sst.Arx.Lhx1.GABA-2	C3-42 Mid-1 GABA-2 LGR5	C286-122: Arx.Lhx1.GABA-2	0.810890066468376	1	2
C4-71 Mid-1 GABA-2 CLMP TAC3	C465-166: Zic1.Pnoc.Mixed.GABA-2	C3-43 Mid-1 GABA-2 CLMP	C286-101: Zic1.Pnoc.Mixed.GABA-2	0.878869687519814	1	1
C4-72 Mid-1 GABA-2 CLMP NFIX	C465-152: Nfix.Thrsp.Mixed.GABA-2	C3-43 Mid-1 GABA-2 CLMP	C286-94: Nfix.Thrsp.Mixed.GABA-2	0.935690041569768	1	1
C4-73 Mid-1 GABA-2 CLMP ONECUT1	C465-151: Csta2.Thrsp.Mixed.GABA-2	C3-43 Mid-1 GABA-2 CLMP	C286-93: Csta2.Thrsp.Mixed.GABA-2	0.924880144244589	1	1
C4-74 Mid-1 GABA-2 CLMP ADAMTSL1	C465-162: Serpinb1b.Unassigned.Pnoc.Mixed.GABA-2	C3-43 Mid-1 GABA-2 CLMP	C286-99: Unassigned.Pnoc.Mixed.GABA-2	0.772251992395085	1	2
C4-75 Mid-1 GABA-2 CLMP SCGN	C465-162: Serpinb1b.Unassigned.Pnoc.Mixed.GABA-2	C3-43 Mid-1 GABA-2 CLMP	C286-99: Unassigned.Pnoc.Mixed.GABA-2	0.800210878085467	1	2
C4-76 Mid-1 GABA-2 CLMP MBNL3	C465-165: Cxcl14.Pnoc.Mixed.GABA-2	C3-43 Mid-1 GABA-2 CLMP	C286-100: Cxcl14.Pnoc.Mixed.GABA-2	0.777362808588572	1	1
C4-77 Mid-1 GABA-2 ERFL DISC1FP1	C465-199: Alx1.Pmfbp1.Onecut2.GABA-2	C3-44 Mid-1 GABA-2 ERFL	C286-120: Alx1.Pmfbp1.Onecut2.GABA-2	0.93818974878079	1	1
C4-78 Mid-1 GABA-2 ERFL COL8A1	C465-200: Slc6a3.Onecut2.GABA-2	C3-44 Mid-1 GABA-2 ERFL	C286-121: Slc6a3.Onecut2.GABA-2	0.946791604393003	1	1
C4-79 Mid-1 GABA-2 ERFL TEX41	C465-197: Slc18a2.Etv1.Pmfbp1.Onecut2.GABA-2	C3-44 Mid-1 GABA-2 ERFL	C286-119: Etv1.Pmfbp1.Onecut2.GABA-2	0.701905162291458	1	1
C4-80 Mid-1 GABA-2 ERFL TH	C465-155: Th.Meis2.Mixed.GABA-2	C3-44 Mid-1 GABA-2 ERFL	C286-95: Meis2.Mixed.GABA-2	0.877029202978624	1	1
C4-81 Mid-1 GABA-2 FAM9B ADAMTSL1	C465-158: Zic1.Zic3.Unassigned.Mixed.GABA-2	C3-45 Mid-1 GABA-2 FAM9B	C286-97: Zic3.Unassigned.Mixed.GABA-2	0.867174337004965	1	2
C4-84 Mid-1 GABA-2 PMFBP1 PDE11A	C465-193: Adarb2.Shisal2b.Onecut3.Onecut2.GABA-2	C3-46 Mid-1 GABA-2 PMFBP1	C286-116: Shisal2b.Onecut3.Onecut2.GABA-2	0.950766274548609	1	1
C4-85 Mid-1 GABA-2 PMFBP1 FAM9B	C465-195: Zic1.Onecut3.Onecut2.GABA-2	C3-46 Mid-1 GABA-2 PMFBP1	C286-117: Zic1.Onecut3.Onecut2.GABA-2	0.894781437813963	1	1
C4-86 Mid-1 GABA-2 PMFBP1 ARHGAP36	C465-196: Tacr3.Onecut3.Onecut2.GABA-2	C3-46 Mid-1 GABA-2 PMFBP1	C286-118: Tacr3.Onecut3.Onecut2.GABA-2	0.819036446397609	1	1
C4-87 Mid-1 GABA-2 SIX6	C465-201: Sst.Arx.Lhx1.GABA-2	C3-47 Mid-1 GABA-2 SIX6	C286-122: Arx.Lhx1.GABA-2	0.741743993246074	1	2
C4-89 Mid-1 GABA-3 LHX1 CDH23	C465-154: Syt2.Meis2.Mixed.GABA-2	C3-48 Mid-1 GABA-3 LHX1	C286-95: Meis2.Mixed.GABA-2	0.811443608252859	1	1
C4-90 Mid-1 GABA-3 LHX1 STK32B	C465-278: Tac2.Nts.GABA-1	C3-48 Mid-1 GABA-3 LHX1	C286-171: Tac2.Nts.GABA-1	0.807743395634548	1	1
C4-91 Mid-1 GABA-3 LHX1 PTGFR	C465-202: Tac2.Arx.Lhx1.GABA-2	C3-48 Mid-1 GABA-3 LHX1	C286-122: Arx.Lhx1.GABA-2	0.808942868719415	1	1
C4-93 Mid-1 GABA-3 ZNF385D ZIC2	C465-158: Zic1.Zic3.Unassigned.Mixed.GABA-2	C3-49 Mid-1 GABA-3 ZNF385D	C286-97: Zic3.Unassigned.Mixed.GABA-2	0.740733562679699	1	2
C4-94 Mid-1 GABA-3 ZNF385D GAL	C465-153: Slc30a3.Meis2.Mixed.GABA-2	C3-49 Mid-1 GABA-3 ZNF385D	C286-95: Meis2.Mixed.GABA-2	0.853742799927032	1	3
C4-97 Mid-1 GABA-3 ZNF385D ONECUT1	C465-160: Calca.Pou6f2.Unassigned.Mixed.GABA-2	C3-49 Mid-1 GABA-3 ZNF385D	C286-98: Pou6f2.Unassigned.Mixed.GABA-2	0.729001981529161	1	1
C4-340 Mid-2 GLU-2 MEGF10 IGFBP7	C465-104: Prdm12.Tcf4.GLU-3	C3-119 Mid-2 GLU-2 MEGF10	C286-63: Prdm12.Tcf4.GLU-3	0.776251951026272	2	1
C4-324 Mid-2 GLU-1 ITGA2 ONECUT3	C465-108: Prlh.Tac1.Lef1.Mixed.GLU-4	C3-115 Mid-2 GLU-1 ITGA2	C286-65: Tac1.Lef1.Mixed.GLU-4	0.743571252466671	3	1
C4-324 Mid-2 GLU-1 ITGA2 ONECUT3	C465-115: Cped1.Mixed.GLU-4	C3-115 Mid-2 GLU-1 ITGA2	C286-70: Cped1.Mixed.GLU-4	0.739830593585966	3	1
C4-331 Mid-2 GLU-1 LHX9 HCRT	C465-117: Npvf.Rfx4.GLU-4	C3-117 Mid-2 GLU-1 LHX9	C286-72: Npvf.Rfx4.GLU-4	0.88413391096322	4	1
C4-331 Mid-2 GLU-1 LHX9 HCRT	C465-120: Fibcd1.Qrfp.Rfx4.GLU-4	C3-117 Mid-2 GLU-1 LHX9	C286-73: Qrfp.Rfx4.GLU-4	0.751489673718877	4	1
C4-331 Mid-2 GLU-1 LHX9 HCRT	C465-121: Hcrt.Rfx4.GLU-4	C3-117 Mid-2 GLU-1 LHX9	C286-74: Hcrt.Rfx4.GLU-4	0.831230355502309	4	1
C4-373 Mid-2 GABA-GLU-3 POMC PRDM12	C465-123: Cartpt.Anxa2.Pomc.GLU-5	C3-129 Mid-2 GABA-GLU-3 POMC	C286-75: Anxa2.Pomc.GLU-5	0.892275405313051	2	1
C4-314 Mid-3 GLU-5 AGTR1	C465-131: Sim1.Ebf3.Caprin2.GLU-6	C3-113 Mid-3 GLU-5	C286-81: Ebf3.Caprin2.GLU-6	0.782519187270782	1	1
C4-407 Post-2 GLU-1 ADGRL4 IGF2BP2	C465-142: Nxph4.Myo5b.Postn.Foxb1.GLU-8	C3-137 Post-2 GLU-1 ADGRL4	C286-86: Myo5b.Postn.Foxb1.GLU-8	0.77653950218541	2	1
C4-372 Mid-2 GLU-3 PMCH	C465-150: Gnrh1.GLU-9	C3-128 Mid-2 GLU-3 PMCH	C286-92: Gnrh1.GLU-9	0.755948535540661	2	1
C4-96 Mid-1 GABA-3 ZNF385D SOX6	C465-161: Tac2.Pou6f2.Unassigned.Mixed.GABA-2	C3-49 Mid-1 GABA-3 ZNF385D	C286-98: Pou6f2.Unassigned.Mixed.GABA-2	0.767148711854437	1	1
C4-49 Pre-1 GABA-3 CRH SCGN	C465-163: Sp8.Unassigned.Pnoc.Mixed.GABA-2	C3-34 Pre-1 GABA-3 CRH	C286-99: Unassigned.Pnoc.Mixed.GABA-2	0.748424609333304	1	1
C4-95 Mid-1 GABA-3 ZNF385D POU6F2	C465-164: Fbxw13.Unassigned.Pnoc.Mixed.GABA-2	C3-49 Mid-1 GABA-3 ZNF385D	C286-99: Unassigned.Pnoc.Mixed.GABA-2	0.741264984370536	1	1
C4-12 Pre-1 GABA-8 SLC1A3 PDYN	C465-187: Nms.Prok2.Fam122b.Vipr2.GABA-2	C3-24 Pre-1 GABA-8 SLC1A3	C286-113: Prok2.Fam122b.Vipr2.GABA-2	0.730999270852619	2	1
C4-83 Mid-1 GABA-2 PMFBP1 CHST9	C465-194: Penk.Shisal2b.Onecut3.Onecut2.GABA-2	C3-46 Mid-1 GABA-2 PMFBP1	C286-116: Shisal2b.Onecut3.Onecut2.GABA-2	0.846247602476547	1	1
C4-69 Mid-1 GABA-2 LGR5 MKX	C465-198: Nox4.Etv1.Pmfbp1.Onecut2.GABA-2	C3-42 Mid-1 GABA-2 LGR5	C286-119: Etv1.Pmfbp1.Onecut2.GABA-2	0.822043770192952	2	1
C4-68 Mid-1 GABA-2 LGR5 LGALS3	C465-205: Grp.Vip.Unassigned.Lhx1.GABA-2	C3-42 Mid-1 GABA-2 LGR5	C286-124: Vip.Unassigned.Lhx1.GABA-2	0.70011391437318	4	1
C4-68 Mid-1 GABA-2 LGR5 LGALS3	C465-207: Grp.Cd24a.Lhx1.GABA-2	C3-42 Mid-1 GABA-2 LGR5	C286-125: Grp.Cd24a.Lhx1.GABA-2	0.804619978617667	4	1
C4-68 Mid-1 GABA-2 LGR5 LGALS3	C465-208: Nkd1.Cd24a.Lhx1.GABA-2	C3-42 Mid-1 GABA-2 LGR5	C286-126: Nkd1.Cd24a.Lhx1.GABA-2	0.750512996747694	4	1
C4-68 Mid-1 GABA-2 LGR5 LGALS3	C465-209: Rrad.Cd24a.Lhx1.GABA-2	C3-42 Mid-1 GABA-2 LGR5	C286-127: Rrad.Cd24a.Lhx1.GABA-2	0.788423019002812	4	1
C4-280 Mid-3 GLU-2 CBLN2 SIM2	C465-20: Ghrh.Nostrin.Cbln2.Trh.GLU-2	C3-101 Mid-3 GLU-2 CBLN2	C286-12: Nostrin.Cbln2.Trh.GLU-2	0.765863198404298	2	1
C4-377 Mid-2 GABA-GLU-3 PDGFD ALDH1A1	C465-212: Crabp1.Tbx19.Il1rapl2.GABA-1	C3-130 Mid-2 GABA-GLU-3 PDGFD	C286-130: Tbx19.Il1rapl2.GABA-1	0.86091841444817	2	1
C4-158 Mid-1 GABA-6 IL13RA1 SST	C465-220: Pthlh.Il1rapl2.GABA-1	C3-65 Mid-1 GABA-6 IL13RA1	C286-134: Pthlh.Il1rapl2.GABA-1	0.771436577147358	2	1
C4-164 Mid-1 GABA-7 KCNH8 PCDH11Y	C465-222: Pdgfrb.Npsr1.Tmem114.Lef1.GABA-1	C3-66 Mid-1 GABA-7 KCNH8	C286-135: Npsr1.Tmem114.Lef1.GABA-1	0.856767723641515	2	1
C4-134 Mid-1 GABA-5 TRPC4 LEF1	C465-223: Foxp2.Tmem114.Lef1.GABA-1	C3-57 Mid-1 GABA-5 TRPC4	C286-136: Foxp2.Tmem114.Lef1.GABA-1	0.72267608110289	1	1
C4-166 Mid-1 GABA-7 TRABD2B	C465-225: Col11a1.Sox14.Lef1.GABA-1	C3-67 Mid-1 GABA-7 TRABD2B	C286-138: Col11a1.Sox14.Lef1.GABA-1	0.827124908341469	3	1
C4-166 Mid-1 GABA-7 TRABD2B	C465-227: Npsr1.Sox14.Lef1.GABA-1	C3-67 Mid-1 GABA-7 TRABD2B	C286-140: Npsr1.Sox14.Lef1.GABA-1	0.90757635733798	3	1
C4-131 Mid-1 GABA-5 TRPC4 SLC38A11	C465-234: Foxp2.Adarb2.Hmcn1.GABA-1	C3-57 Mid-1 GABA-5 TRPC4	C286-144: Foxp2.Adarb2.Hmcn1.GABA-1	0.72673603842298	2	1
C4-146 Mid-1 GABA-5 FOXD2 ROR1	C465-281: Tbx19.Trh.Nkx2-4.GABA-3	C3-61 Mid-1 GABA-5 FOXD2	C286-174: Trh.Nkx2-4.GABA-3	0.934341844927395	2	1
C4-160 Mid-1 GABA-6 IL13RA1 GHRH	C465-283: Slc18a3.Ghrh.GABA-3	C3-65 Mid-1 GABA-6 IL13RA1	C286-175: Ghrh.GABA-3	0.81675001539936	2	1
C4-355 Mid-2 GABA-GLU-1 RGS22 AGRP	C465-287: Nr0b1.Serpina3n.Npy.Agrp.GABA-4	C3-123 Mid-2 GABA-GLU-1 RGS22	C286-176: Serpina3n.Npy.Agrp.GABA-4	0.805612953981666	5	1
C4-355 Mid-2 GABA-GLU-1 RGS22 AGRP	C465-288: Acvr1c.Npy.Agrp.GABA-4	C3-123 Mid-2 GABA-GLU-1 RGS22	C286-177: Acvr1c.Npy.Agrp.GABA-4	0.746121356757054	5	1
C4-355 Mid-2 GABA-GLU-1 RGS22 AGRP	C465-289: Acvr1c.Serpina3n.Npy.Agrp.GABA-4	C3-123 Mid-2 GABA-GLU-1 RGS22	C286-176: Serpina3n.Npy.Agrp.GABA-4	0.729993966391553	5	1
C4-355 Mid-2 GABA-GLU-1 RGS22 AGRP	C465-290: Lepr.Agrp.GABA-4	C3-123 Mid-2 GABA-GLU-1 RGS22	C286-178: Lepr.Agrp.GABA-4	0.738462767612345	5	1
C4-357 Mid-2 GABA-GLU-1 RGS22 NPY	C465-292: Dach2.Ptprk.Npy.Sst.GABA-4	C3-123 Mid-2 GABA-GLU-1 RGS22	C286-179: Ptprk.Npy.Sst.GABA-4	0.879627479398953	2	1
C4-356 Mid-2 GABA-GLU-1 RGS22 GPC3	C465-298: Pou3f1.Sst.GABA-4	C3-123 Mid-2 GABA-GLU-1 RGS22	C286-185: Pou3f1.Sst.GABA-4	0.75221938429538	1	1
C4-360 Mid-2 GABA-GLU-1 P2RX2 RND3	C465-300: Cartpt.Abi3bp.Meis2.GABA-5	C3-124 Mid-2 GABA-GLU-1 P2RX2	C286-186: Abi3bp.Meis2.GABA-5	0.821864688153865	2	1
C4-31 Pre-1 GABA-1 KCNH8 SLC17A8	C465-302: Nts.Slc17a8.Bcl11b.Meis2.GABA-5	C3-28 Pre-1 GABA-1 KCNH8	C286-188: Slc17a8.Bcl11b.Meis2.GABA-5	0.736865881726325	2	1
C4-63 Mid-1 GABA-1 BRS3	C465-317: Col6a1.Nfix.Satb2.GABA-6	C3-41 Mid-1 GABA-1	C286-194: Nfix.Satb2.GABA-6	0.704274268344739	3	1
C4-63 Mid-1 GABA-1 BRS3	C465-319: Ndnf.Slc6a3.Satb2.GABA-6	C3-41 Mid-1 GABA-1	C286-195: Slc6a3.Satb2.GABA-6	0.813051438274202	3	1
C4-235 Post-1 GLU-2 IL1RAPL2 TOX3	C465-43: Postn.Ebf3.Foxb1.GLU-2	C3-87 Post-1 GLU-2 IL1RAPL2	C286-26: Ebf3.Foxb1.GLU-2	0.87268884363395	1	1
C4-338 Mid-2 GLU-2 CALB1 RASSF6	C465-52: Epha6.Gpr88.Arhgap36.Fezf1.GLU-3	C3-118 Mid-2 GLU-2 CALB1	C286-32: Gpr88.Arhgap36.Fezf1.GLU-3	0.896986694347413	4	1
C4-328 Mid-2 GLU-1 SOX14 CYP19A1	C465-53: Unassigned.Gpr88.Arhgap36.Fezf1.GLU-3	C3-116 Mid-2 GLU-1 SOX14	C286-32: Gpr88.Arhgap36.Fezf1.GLU-3	0.804614600113361	1	1
C4-338 Mid-2 GLU-2 CALB1 RASSF6	C465-54: Cenpf.Arhgap36.Fezf1.GLU-3	C3-118 Mid-2 GLU-2 CALB1	C286-33: Cenpf.Arhgap36.Fezf1.GLU-3	0.725305014712789	4	1
C4-338 Mid-2 GLU-2 CALB1 RASSF6	C465-57: Nts.Egflam.Unassigned.Fezf1.GLU-3	C3-118 Mid-2 GLU-2 CALB1	C286-34: Egflam.Unassigned.Fezf1.GLU-3	0.70024026015306	4	1
C4-349 Mid-2 GLU-2 SLC22A10 CCBE1	C465-63: Adarb2.Satb2.Cd40.GLU-3	C3-121 Mid-2 GLU-2 SLC22A10	C286-38: Satb2.Cd40.GLU-3	0.783715819020836	1	1
C4-352 Mid-2 GLU-2 PGR ONECUT1	C465-66: Gldn.Moxd1.Cd40.GLU-3	C3-122 Mid-2 GLU-2 PGR	C286-39: Moxd1.Cd40.GLU-3	0.773629930269209	1	1
C4-347 Mid-2 GLU-2 SLC22A10 GSTA1	C465-68: Nts.Cd40.GLU-3	C3-121 Mid-2 GLU-2 SLC22A10	C286-40: Nts.Cd40.GLU-3	0.839307116853569	2	1
C4-350 Mid-2 GLU-2 SLC22A10 PGR	C465-69: Col12a1.Gldn.Cbln4.Cd40.GLU-3	C3-121 Mid-2 GLU-2 SLC22A10	C286-41: Gldn.Cbln4.Cd40.GLU-3	0.803838163520197	2	1
C4-345 Mid-2 GLU-2 ARHGAP42 COL15A1	C465-78: Megf11.Rai14.Hmcn2.Gpr149.GLU-3	C3-120 Mid-2 GLU-2 ARHGAP42	C286-45: Rai14.Hmcn2.Gpr149.GLU-3	0.939054071301104	4	1
C4-344 Mid-2 GLU-2 ARHGAP42 QRFPR	C465-79: Slit3.Hmcn2.Gpr149.GLU-3	C3-120 Mid-2 GLU-2 ARHGAP42	C286-46: Slit3.Hmcn2.Gpr149.GLU-3	0.808436582364867	2	1
C4-345 Mid-2 GLU-2 ARHGAP42 COL15A1	C465-82: Hmcn2.Tcf7l2.Gpr149.GLU-3	C3-120 Mid-2 GLU-2 ARHGAP42	C286-48: Hmcn2.Tcf7l2.Gpr149.GLU-3	0.857243884839338	4	1
C4-345 Mid-2 GLU-2 ARHGAP42 COL15A1	C465-85: Nr5a1.Hmcn2.Gpr149.GLU-3	C3-120 Mid-2 GLU-2 ARHGAP42	C286-51: Nr5a1.Hmcn2.Gpr149.GLU-3	0.709496727537012	4	1
C4-341 Mid-2 GLU-2 MEGF10 MDFIC	C465-94: Foxp2.Tcf7l2.Vcan.GLU-3	C3-119 Mid-2 GLU-2 MEGF10	C286-59: Tcf7l2.Vcan.GLU-3	0.87416876621185	3	1
C4-341 Mid-2 GLU-2 MEGF10 MDFIC	C465-96: Nexn.Tac1.Vcan.GLU-3	C3-119 Mid-2 GLU-2 MEGF10	C286-60: Tac1.Vcan.GLU-3	0.890453883038162	3	1
C4-339 Mid-2 GLU-2 MEGF10 IQGAP2	C465-99: Kdr.Prdm13.Tcf4.GLU-3	C3-119 Mid-2 GLU-2 MEGF10	C286-61: Prdm13.Tcf4.GLU-3	0.791047275178563	2	1
C4-248 Post-1 GLU-3 AGTR1 EPB41L4A	C465-9: Ngfr.Nts.Irx5.GLU-2	C3-92 Post-1 GLU-3 AGTR1	C286-6: Nts.Irx5.GLU-2	0.865565658561646	2	1
C4-222 Post-1 GLU-1 ZEB2 SST	C465-48: Rxfp1.Lmx1a.GLU-2	C3-83 Post-1 GLU-1 ZEB2	C286-28: Rxfp1.Lmx1a.GLU-2	0.856363485679418	1	5
