from	to	isLeaf	level	count	totalCount	from_named	to_named
C3-43	C4-75	TRUE	6	0	1	C3-43 Mid-1 GABA-2 CLMP	C4-75 Mid-1 GABA-2 CLMP SCGN
C3-43	C4-76	TRUE	6	0	1	C3-43 Mid-1 GABA-2 CLMP	C4-76 Mid-1 GABA-2 CLMP MBNL3
C3-44	C4-77	TRUE	6	0	1	C3-44 Mid-1 GABA-2 ERFL	C4-77 Mid-1 GABA-2 ERFL DISC1FP1
C3-44	C4-78	TRUE	6	0	1	C3-44 Mid-1 GABA-2 ERFL	C4-78 Mid-1 GABA-2 ERFL COL8A1
C3-44	C4-79	TRUE	6	0	1	C3-44 Mid-1 GABA-2 ERFL	C4-79 Mid-1 GABA-2 ERFL TEX41
C3-44	C4-80	TRUE	6	0	1	C3-44 Mid-1 GABA-2 ERFL	C4-80 Mid-1 GABA-2 ERFL TH
C3-45	C4-81	TRUE	6	0	1	C3-45 Mid-1 GABA-2 FAM9B	C4-81 Mid-1 GABA-2 FAM9B ADAMTSL1
C3-45	C4-82	TRUE	6	0	1	C3-45 Mid-1 GABA-2 FAM9B	C4-82 Mid-1 GABA-2 FAM9B ONECUT1
C3-46	C4-83	TRUE	6	0	1	C3-46 Mid-1 GABA-2 PMFBP1	C4-83 Mid-1 GABA-2 PMFBP1 CHST9
C3-46	C4-84	TRUE	6	0	1	C3-46 Mid-1 GABA-2 PMFBP1	C4-84 Mid-1 GABA-2 PMFBP1 PDE11A
C3-46	C4-85	TRUE	6	0	1	C3-46 Mid-1 GABA-2 PMFBP1	C4-85 Mid-1 GABA-2 PMFBP1 FAM9B
C3-46	C4-86	TRUE	6	0	1	C3-46 Mid-1 GABA-2 PMFBP1	C4-86 Mid-1 GABA-2 PMFBP1 ARHGAP36
C3-47	C4-87	TRUE	6	0	1	C3-47 Mid-1 GABA-2 SIX6	C4-87 Mid-1 GABA-2 SIX6
C3-48	C4-88	TRUE	6	0	1	C3-48 Mid-1 GABA-3 LHX1	C4-88 Mid-1 GABA-3 LHX1 PDZRN4
C3-48	C4-89	TRUE	6	0	1	C3-48 Mid-1 GABA-3 LHX1	C4-89 Mid-1 GABA-3 LHX1 CDH23
C3-48	C4-90	TRUE	6	0	1	C3-48 Mid-1 GABA-3 LHX1	C4-90 Mid-1 GABA-3 LHX1 STK32B
C3-48	C4-91	TRUE	6	0	1	C3-48 Mid-1 GABA-3 LHX1	C4-91 Mid-1 GABA-3 LHX1 PTGFR
C3-48	C4-92	TRUE	6	0	1	C3-48 Mid-1 GABA-3 LHX1	C4-92 Mid-1 GABA-3 LHX1 PAX6
C3-49	C4-93	TRUE	6	0	1	C3-49 Mid-1 GABA-3 ZNF385D	C4-93 Mid-1 GABA-3 ZNF385D ZIC2
C3-49	C4-94	TRUE	6	0	1	C3-49 Mid-1 GABA-3 ZNF385D	C4-94 Mid-1 GABA-3 ZNF385D GAL
C3-49	C4-95	TRUE	6	0	1	C3-49 Mid-1 GABA-3 ZNF385D	C4-95 Mid-1 GABA-3 ZNF385D POU6F2
C3-49	C4-96	TRUE	6	0	1	C3-49 Mid-1 GABA-3 ZNF385D	C4-96 Mid-1 GABA-3 ZNF385D SOX6
C3-49	C4-97	TRUE	6	0	1	C3-49 Mid-1 GABA-3 ZNF385D	C4-97 Mid-1 GABA-3 ZNF385D ONECUT1
C3-49	C4-98	TRUE	6	0	1	C3-49 Mid-1 GABA-3 ZNF385D	C4-98 Mid-1 GABA-3 ZNF385D NPSR1
C3-50	C4-99	TRUE	6	0	1	C3-50 Mid-1 GABA-3 LHX6	C4-99 Mid-1 GABA-3 LHX6 TEX41
C3-50	C4-100	TRUE	6	0	1	C3-50 Mid-1 GABA-3 LHX6	C4-100 Mid-1 GABA-3 LHX6 BHLHE22
C3-50	C4-101	TRUE	6	0	1	C3-50 Mid-1 GABA-3 LHX6	C4-101 Mid-1 GABA-3 LHX6 PROX1
C3-50	C4-102	TRUE	6	0	1	C3-50 Mid-1 GABA-3 LHX6	C4-102 Mid-1 GABA-3 LHX6 LHX1
C3-50	C4-103	TRUE	6	0	1	C3-50 Mid-1 GABA-3 LHX6	C4-103 Mid-1 GABA-3 LHX6 FIGN
C3-51	C4-104	TRUE	6	0	1	C3-51 Mid-1 GABA-3 NR2F1	C4-104 Mid-1 GABA-3 NR2F1 RORB
C3-51	C4-105	TRUE	6	0	1	C3-51 Mid-1 GABA-3 NR2F1	C4-105 Mid-1 GABA-3 NR2F1 CCK
C3-51	C4-106	TRUE	6	0	1	C3-51 Mid-1 GABA-3 NR2F1	C4-106 Mid-1 GABA-3 NR2F1 NDST4
C3-52	C4-107	TRUE	6	0	1	C3-52 Mid-1 GABA-3 ECEL1	C4-107 Mid-1 GABA-3 ECEL1 POU6F2
C3-52	C4-108	TRUE	6	0	1	C3-52 Mid-1 GABA-3 ECEL1	C4-108 Mid-1 GABA-3 ECEL1 FIGN
C3-52	C4-109	TRUE	6	0	1	C3-52 Mid-1 GABA-3 ECEL1	C4-109 Mid-1 GABA-3 ECEL1 ST18
C3-52	C4-110	TRUE	6	0	1	C3-52 Mid-1 GABA-3 ECEL1	C4-110 Mid-1 GABA-3 ECEL1 GPC3
C3-52	C4-111	TRUE	6	0	1	C3-52 Mid-1 GABA-3 ECEL1	C4-111 Mid-1 GABA-3 ECEL1 ABI3BP
C3-52	C4-112	TRUE	6	0	1	C3-52 Mid-1 GABA-3 ECEL1	C4-112 Mid-1 GABA-3 ECEL1 NDST4
C3-53	C4-113	TRUE	6	0	1	C3-53 Mid-1 GABA-3 SFRP1	C4-113 Mid-1 GABA-3 SFRP1 TAFA4
C3-53	C4-114	TRUE	6	0	1	C3-53 Mid-1 GABA-3 SFRP1	C4-114 Mid-1 GABA-3 SFRP1 RELN
C3-53	C4-115	TRUE	6	0	1	C3-53 Mid-1 GABA-3 SFRP1	C4-115 Mid-1 GABA-3 SFRP1 THSD7B
C3-54	C4-116	TRUE	6	0	1	C3-54 Mid-1 GABA-4 NTS	C4-116 Mid-1 GABA-4 NTS CALCR
C3-54	C4-117	TRUE	6	0	1	C3-54 Mid-1 GABA-4 NTS	C4-117 Mid-1 GABA-4 NTS SATB2
C3-54	C4-118	TRUE	6	0	1	C3-54 Mid-1 GABA-4 NTS	C4-118 Mid-1 GABA-4 NTS ABCG2
C3-54	C4-119	TRUE	6	0	1	C3-54 Mid-1 GABA-4 NTS	C4-119 Mid-1 GABA-4 NTS BRS3
C3-55	C4-120	TRUE	6	0	1	C3-55 Mid-1 GABA-4 OR8A1	C4-120 Mid-1 GABA-4 OR8A1 SCGN
C3-55	C4-121	TRUE	6	0	1	C3-55 Mid-1 GABA-4 OR8A1	C4-121 Mid-1 GABA-4 OR8A1 SNTB1
C3-55	C4-122	TRUE	6	0	1	C3-55 Mid-1 GABA-4 OR8A1	C4-122 Mid-1 GABA-4 OR8A1 POU6F2
C3-56	C4-123	TRUE	6	0	1	C3-56 Mid-1 GABA-4 HMX3	C4-123 Mid-1 GABA-4 HMX3 KISS1
C3-56	C4-124	TRUE	6	0	1	C3-56 Mid-1 GABA-4 HMX3	C4-124 Mid-1 GABA-4 HMX3 ADAMTS6
C3-56	C4-125	TRUE	6	0	1	C3-56 Mid-1 GABA-4 HMX3	C4-125 Mid-1 GABA-4 HMX3 GPC3
C3-56	C4-126	TRUE	6	0	1	C3-56 Mid-1 GABA-4 HMX3	C4-126 Mid-1 GABA-4 HMX3 COL4A4
C3-56	C4-127	TRUE	6	0	1	C3-56 Mid-1 GABA-4 HMX3	C4-127 Mid-1 GABA-4 HMX3 HMCN1
C3-56	C4-128	TRUE	6	0	1	C3-56 Mid-1 GABA-4 HMX3	C4-128 Mid-1 GABA-4 HMX3 HMCN1
C3-56	C4-129	TRUE	6	0	1	C3-56 Mid-1 GABA-4 HMX3	C4-129 Mid-1 GABA-4 HMX3 CYSLTR2
C3-57	C4-130	TRUE	6	0	1	C3-57 Mid-1 GABA-5 TRPC4	C4-130 Mid-1 GABA-5 TRPC4 NPSR1
C3-57	C4-131	TRUE	6	0	1	C3-57 Mid-1 GABA-5 TRPC4	C4-131 Mid-1 GABA-5 TRPC4 SLC38A11
C3-57	C4-132	TRUE	6	0	1	C3-57 Mid-1 GABA-5 TRPC4	C4-132 Mid-1 GABA-5 TRPC4 TAC3
C3-57	C4-133	TRUE	6	0	1	C3-57 Mid-1 GABA-5 TRPC4	C4-133 Mid-1 GABA-5 TRPC4 NTS
C3-57	C4-134	TRUE	6	0	1	C3-57 Mid-1 GABA-5 TRPC4	C4-134 Mid-1 GABA-5 TRPC4 LEF1
C3-58	C4-135	TRUE	6	0	1	C3-58 Mid-1 GABA-5 GAL	C4-135 Mid-1 GABA-5 GAL ACVR1C
C3-58	C4-136	TRUE	6	0	1	C3-58 Mid-1 GABA-5 GAL	C4-136 Mid-1 GABA-5 GAL PGR
C3-59	C4-137	TRUE	6	0	1	C3-59 Mid-1 GABA-5 DLK1	C4-137 Mid-1 GABA-5 DLK1 FIGN
C3-59	C4-138	TRUE	6	0	1	C3-59 Mid-1 GABA-5 DLK1	C4-138 Mid-1 GABA-5 DLK1 GAL
C3-59	C4-139	TRUE	6	0	1	C3-59 Mid-1 GABA-5 DLK1	C4-139 Mid-1 GABA-5 DLK1 SOX6
C3-59	C4-140	TRUE	6	0	1	C3-59 Mid-1 GABA-5 DLK1	C4-140 Mid-1 GABA-5 DLK1 EBF1
C3-59	C4-141	TRUE	6	0	1	C3-59 Mid-1 GABA-5 DLK1	C4-141 Mid-1 GABA-5 DLK1 SEMA3C
C3-60	C4-142	TRUE	6	0	1	C3-60 Mid-1 GABA-5 RORB	C4-142 Mid-1 GABA-5 RORB VGF
C3-60	C4-143	TRUE	6	0	1	C3-60 Mid-1 GABA-5 RORB	C4-143 Mid-1 GABA-5 RORB GAL
C3-60	C4-144	TRUE	6	0	1	C3-60 Mid-1 GABA-5 RORB	C4-144 Mid-1 GABA-5 RORB GLI3
C3-60	C4-145	TRUE	6	0	1	C3-60 Mid-1 GABA-5 RORB	C4-145 Mid-1 GABA-5 RORB CGNL1
C3-61	C4-146	TRUE	6	0	1	C3-61 Mid-1 GABA-5 FOXD2	C4-146 Mid-1 GABA-5 FOXD2 ROR1
C3-61	C4-147	TRUE	6	0	1	C3-61 Mid-1 GABA-5 FOXD2	C4-147 Mid-1 GABA-5 FOXD2 NPW
C3-61	C4-148	TRUE	6	0	1	C3-61 Mid-1 GABA-5 FOXD2	C4-148 Mid-1 GABA-5 FOXD2 GABRE
C3-62	C4-149	TRUE	6	0	1	C3-62 Mid-1 GABA-6 ADAMTSL1	C4-149 Mid-1 GABA-6 ADAMTSL1 MDFIC
C3-62	C4-150	TRUE	6	0	1	C3-62 Mid-1 GABA-6 ADAMTSL1	C4-150 Mid-1 GABA-6 ADAMTSL1 HMCN1
C3-63	C4-151	TRUE	6	0	1	C3-63 Mid-1 GABA-6 TRHDE	C4-151 Mid-1 GABA-6 TRHDE RELN
C3-63	C4-152	TRUE	6	0	1	C3-63 Mid-1 GABA-6 TRHDE	C4-152 Mid-1 GABA-6 TRHDE CALCR
C3-63	C4-153	TRUE	6	0	1	C3-63 Mid-1 GABA-6 TRHDE	C4-153 Mid-1 GABA-6 TRHDE TAC3
C3-63	C4-154	TRUE	6	0	1	C3-63 Mid-1 GABA-6 TRHDE	C4-154 Mid-1 GABA-6 TRHDE LEF1
C3-64	C4-155	TRUE	6	0	1	C3-64 Mid-1 GABA-6 SLC10A4	C4-155 Mid-1 GABA-6 SLC10A4 NOX4
C3-64	C4-156	TRUE	6	0	1	C3-64 Mid-1 GABA-6 SLC10A4	C4-156 Mid-1 GABA-6 SLC10A4 BHLHE22
C3-64	C4-157	TRUE	6	0	1	C3-64 Mid-1 GABA-6 SLC10A4	C4-157 Mid-1 GABA-6 SLC10A4 CHST9
C3-65	C4-158	TRUE	6	0	1	C3-65 Mid-1 GABA-6 IL13RA1	C4-158 Mid-1 GABA-6 IL13RA1 SST
C3-65	C4-159	TRUE	6	0	1	C3-65 Mid-1 GABA-6 IL13RA1	C4-159 Mid-1 GABA-6 IL13RA1 PDZRN4
C3-65	C4-160	TRUE	6	0	1	C3-65 Mid-1 GABA-6 IL13RA1	C4-160 Mid-1 GABA-6 IL13RA1 GHRH
C3-65	C4-161	TRUE	6	0	1	C3-65 Mid-1 GABA-6 IL13RA1	C4-161 Mid-1 GABA-6 IL13RA1 GHRH
C3-66	C4-162	TRUE	6	0	1	C3-66 Mid-1 GABA-7 KCNH8	C4-162 Mid-1 GABA-7 KCNH8 GAL
C3-66	C4-163	TRUE	6	0	1	C3-66 Mid-1 GABA-7 KCNH8	C4-163 Mid-1 GABA-7 KCNH8 MORC1
C3-66	C4-164	TRUE	6	0	1	C3-66 Mid-1 GABA-7 KCNH8	C4-164 Mid-1 GABA-7 KCNH8 PCDH11Y
C3-66	C4-165	TRUE	6	0	1	C3-66 Mid-1 GABA-7 KCNH8	C4-165 Mid-1 GABA-7 KCNH8 NPSR1
C3-67	C4-166	TRUE	6	0	1	C3-67 Mid-1 GABA-7 TRABD2B	C4-166 Mid-1 GABA-7 TRABD2B
C3-68	C4-167	TRUE	6	0	1	C3-68 Mid-1 GABA-8	C4-167 Mid-1 GABA-8
C3-69	C4-168	TRUE	6	0	1	C3-69 Pre-2 GABA-1 TAC3	C4-168 Pre-2 GABA-1 TAC3 CTXND1
C3-69	C4-169	TRUE	6	0	1	C3-69 Pre-2 GABA-1 TAC3	C4-169 Pre-2 GABA-1 TAC3 RERGL
C3-70	C4-170	TRUE	6	0	1	C3-70 Pre-2 GABA-1 IL1RAPL2	C4-170 Pre-2 GABA-1 IL1RAPL2 KMO
C3-70	C4-171	TRUE	6	0	1	C3-70 Pre-2 GABA-1 IL1RAPL2	C4-171 Pre-2 GABA-1 IL1RAPL2 SST
C3-70	C4-172	TRUE	6	0	1	C3-70 Pre-2 GABA-1 IL1RAPL2	C4-172 Pre-2 GABA-1 IL1RAPL2 CHST9
C3-71	C4-173	TRUE	6	0	1	C3-71 Pre-2 GABA-2 MDFIC	C4-173 Pre-2 GABA-2 MDFIC CHRDL1
C3-71	C4-174	TRUE	6	0	1	C3-71 Pre-2 GABA-2 MDFIC	C4-174 Pre-2 GABA-2 MDFIC GBX1
C3-71	C4-175	TRUE	6	0	1	C3-71 Pre-2 GABA-2 MDFIC	C4-175 Pre-2 GABA-2 MDFIC CALCR
C3-71	C4-176	TRUE	6	0	1	C3-71 Pre-2 GABA-2 MDFIC	C4-176 Pre-2 GABA-2 MDFIC ROR1
C3-71	C4-177	TRUE	6	0	1	C3-71 Pre-2 GABA-2 MDFIC	C4-177 Pre-2 GABA-2 MDFIC NMU
C3-72	C4-178	TRUE	6	0	1	C3-72 Pre-2 GABA-2 LHX8	C4-178 Pre-2 GABA-2 LHX8 CDH23
C3-72	C4-179	TRUE	6	0	1	C3-72 Pre-2 GABA-2 LHX8	C4-179 Pre-2 GABA-2 LHX8 SCGN
C3-72	C4-180	TRUE	6	0	1	C3-72 Pre-2 GABA-2 LHX8	C4-180 Pre-2 GABA-2 LHX8 SULF1
C3-72	C4-181	TRUE	6	0	1	C3-72 Pre-2 GABA-2 LHX8	C4-181 Pre-2 GABA-2 LHX8 KCNU1
C3-72	C4-182	TRUE	6	0	1	C3-72 Pre-2 GABA-2 LHX8	C4-182 Pre-2 GABA-2 LHX8 CALCR
C3-73	C4-183	TRUE	6	0	1	C3-73 Pre-2 GABA-3 NXPH2	C4-183 Pre-2 GABA-3 NXPH2 HCRTR2
C3-73	C4-184	TRUE	6	0	1	C3-73 Pre-2 GABA-3 NXPH2	C4-184 Pre-2 GABA-3 NXPH2 NPY
C3-73	C4-185	TRUE	6	0	1	C3-73 Pre-2 GABA-3 NXPH2	C4-185 Pre-2 GABA-3 NXPH2 CXCL14
C3-73	C4-186	TRUE	6	0	1	C3-73 Pre-2 GABA-3 NXPH2	C4-186 Pre-2 GABA-3 NXPH2 C1QL2
C3-73	C4-187	TRUE	6	0	1	C3-73 Pre-2 GABA-3 NXPH2	C4-187 Pre-2 GABA-3 NXPH2 SST
C3-74	C4-188	TRUE	6	0	1	C3-74 Pre-2 GABA-3 GBX1	C4-188 Pre-2 GABA-3 GBX1 MEIS1
C3-74	C4-189	TRUE	6	0	1	C3-74 Pre-2 GABA-3 GBX1	C4-189 Pre-2 GABA-3 GBX1 ETV1
C3-74	C4-190	TRUE	6	0	1	C3-74 Pre-2 GABA-3 GBX1	C4-190 Pre-2 GABA-3 GBX1 ADAMTS12
C3-74	C4-191	TRUE	6	0	1	C3-74 Pre-2 GABA-3 GBX1	C4-191 Pre-2 GABA-3 GBX1 PTTG1
C3-74	C4-192	TRUE	6	0	1	C3-74 Pre-2 GABA-3 GBX1	C4-192 Pre-2 GABA-3 GBX1 CASR
C3-74	C4-193	TRUE	6	0	1	C3-74 Pre-2 GABA-3 GBX1	C4-193 Pre-2 GABA-3 GBX1 BMPR1B
C3-75	C4-194	TRUE	6	0	1	C3-75 Pre-2 CHOL-1 BMPR1B	C4-194 Pre-2 CHOL-1 BMPR1B
C3-76	C4-195	TRUE	6	0	1	C3-76 Pre-2 CHOL-1 MEPE	C4-195 Pre-2 CHOL-1 MEPE
C3-77	C4-196	TRUE	6	0	1	C3-77 Pre-2 GABA-4 FIGN	C4-196 Pre-2 GABA-4 FIGN SOX6
C3-77	C4-197	TRUE	6	0	1	C3-77 Pre-2 GABA-4 FIGN	C4-197 Pre-2 GABA-4 FIGN CYP19A1
C3-77	C4-198	TRUE	6	0	1	C3-77 Pre-2 GABA-4 FIGN	C4-198 Pre-2 GABA-4 FIGN COL12A1
C3-77	C4-199	TRUE	6	0	1	C3-77 Pre-2 GABA-4 FIGN	C4-199 Pre-2 GABA-4 FIGN NXPH2
C3-78	C4-200	TRUE	6	0	1	C3-78 Pre-2 GABA-4 LHX6	C4-200 Pre-2 GABA-4 LHX6 ZIC2
C3-78	C4-201	TRUE	6	0	1	C3-78 Pre-2 GABA-4 LHX6	C4-201 Pre-2 GABA-4 LHX6 CASR
C3-78	C4-202	TRUE	6	0	1	C3-78 Pre-2 GABA-4 LHX6	C4-202 Pre-2 GABA-4 LHX6 NPY
C3-78	C4-203	TRUE	6	0	1	C3-78 Pre-2 GABA-4 LHX6	C4-203 Pre-2 GABA-4 LHX6 SLC7A3
C3-78	C4-204	TRUE	6	0	1	C3-78 Pre-2 GABA-4 LHX6	C4-204 Pre-2 GABA-4 LHX6 IGF1
C3-78	C4-205	TRUE	6	0	1	C3-78 Pre-2 GABA-4 LHX6	C4-205 Pre-2 GABA-4 LHX6 EYS
C3-78	C4-206	TRUE	6	0	1	C3-78 Pre-2 GABA-4 LHX6	C4-206 Pre-2 GABA-4 LHX6 NR0B1
C3-79	C4-207	TRUE	6	0	1	C3-79 Pre-2 GABA-4 SATB2	C4-207 Pre-2 GABA-4 SATB2 TNS3
C3-79	C4-208	TRUE	6	0	1	C3-79 Pre-2 GABA-4 SATB2	C4-208 Pre-2 GABA-4 SATB2 SLC22A10
C3-80	C4-209	TRUE	6	0	1	C3-80 Pre-2 GABA-4 CHST9	C4-209 Pre-2 GABA-4 CHST9 SATB2
C3-80	C4-210	TRUE	6	0	1	C3-80 Pre-2 GABA-4 CHST9	C4-210 Pre-2 GABA-4 CHST9 TMEM255A
C3-81	C4-211	TRUE	6	0	1	C3-81 Pre-2 GABA-4 POSTN	C4-211 Pre-2 GABA-4 POSTN
C3-82	C4-212	TRUE	6	0	1	C3-82 Post-1 GLU-1 EBF2	C4-212 Post-1 GLU-1 EBF2 BNC2
C3-82	C4-213	TRUE	6	0	1	C3-82 Post-1 GLU-1 EBF2	C4-213 Post-1 GLU-1 EBF2 TAC1
C3-82	C4-214	TRUE	6	0	1	C3-82 Post-1 GLU-1 EBF2	C4-214 Post-1 GLU-1 EBF2 THSD7B
C3-82	C4-215	TRUE	6	0	1	C3-82 Post-1 GLU-1 EBF2	C4-215 Post-1 GLU-1 EBF2 SCGN
C3-82	C4-216	TRUE	6	0	1	C3-82 Post-1 GLU-1 EBF2	C4-216 Post-1 GLU-1 EBF2 POSTN
C3-83	C4-217	TRUE	6	0	1	C3-83 Post-1 GLU-1 ZEB2	C4-217 Post-1 GLU-1 ZEB2 POSTN
C3-83	C4-218	TRUE	6	0	1	C3-83 Post-1 GLU-1 ZEB2	C4-218 Post-1 GLU-1 ZEB2 FREM2
C3-83	C4-219	TRUE	6	0	1	C3-83 Post-1 GLU-1 ZEB2	C4-219 Post-1 GLU-1 ZEB2 SLC26A7
C3-83	C4-220	TRUE	6	0	1	C3-83 Post-1 GLU-1 ZEB2	C4-220 Post-1 GLU-1 ZEB2 VIP
C3-83	C4-221	TRUE	6	0	1	C3-83 Post-1 GLU-1 ZEB2	C4-221 Post-1 GLU-1 ZEB2 IGF1
C3-83	C4-222	TRUE	6	0	1	C3-83 Post-1 GLU-1 ZEB2	C4-222 Post-1 GLU-1 ZEB2 SST
C3-84	C4-223	TRUE	6	0	1	C3-84 Post-1 GLU-1 ZNF676	C4-223 Post-1 GLU-1 ZNF676 EBF2
C3-84	C4-224	TRUE	6	0	1	C3-84 Post-1 GLU-1 ZNF676	C4-224 Post-1 GLU-1 ZNF676 NXPH2
C3-84	C4-225	TRUE	6	0	1	C3-84 Post-1 GLU-1 ZNF676	C4-225 Post-1 GLU-1 ZNF676 HMCN1
C3-84	C4-226	TRUE	6	0	1	C3-84 Post-1 GLU-1 ZNF676	C4-226 Post-1 GLU-1 ZNF676 IRX6
C3-84	C4-227	TRUE	6	0	1	C3-84 Post-1 GLU-1 ZNF676	C4-227 Post-1 GLU-1 ZNF676 BNC2
C3-84	C4-228	TRUE	6	0	1	C3-84 Post-1 GLU-1 ZNF676	C4-228 Post-1 GLU-1 ZNF676 POU6F2
C3-84	C4-229	TRUE	6	0	1	C3-84 Post-1 GLU-1 ZNF676	C4-229 Post-1 GLU-1 ZNF676 CDH23
C3-85	C4-230	TRUE	6	0	1	C3-85 Post-1 GLU-1 EBF2	C4-230 Post-1 GLU-1 EBF2 IL1RAPL2
C3-85	C4-231	TRUE	6	0	1	C3-85 Post-1 GLU-1 EBF2	C4-231 Post-1 GLU-1 EBF2 PLEKHH2
C3-86	C4-232	TRUE	6	0	1	C3-86 Post-1 GLU-2 CRYBG3	C4-232 Post-1 GLU-2 CRYBG3 THSD7B
C3-86	C4-233	TRUE	6	0	1	C3-86 Post-1 GLU-2 CRYBG3	C4-233 Post-1 GLU-2 CRYBG3 STXBP6
C3-87	C4-234	TRUE	6	0	1	C3-87 Post-1 GLU-2 IL1RAPL2	C4-234 Post-1 GLU-2 IL1RAPL2 NWD2
C3-87	C4-235	TRUE	6	0	1	C3-87 Post-1 GLU-2 IL1RAPL2	C4-235 Post-1 GLU-2 IL1RAPL2 TOX3
C3-87	C4-236	TRUE	6	0	1	C3-87 Post-1 GLU-2 IL1RAPL2	C4-236 Post-1 GLU-2 IL1RAPL2 NTS
C3-87	C4-237	TRUE	6	0	1	C3-87 Post-1 GLU-2 IL1RAPL2	C4-237 Post-1 GLU-2 IL1RAPL2 FIGN
C3-88	C4-238	TRUE	6	0	1	C3-88 Post-1 GLU-2 C1QL2	C4-238 Post-1 GLU-2 C1QL2 SPHKAP
C3-88	C4-239	TRUE	6	0	1	C3-88 Post-1 GLU-2 C1QL2	C4-239 Post-1 GLU-2 C1QL2 NTS
C3-88	C4-240	TRUE	6	0	1	C3-88 Post-1 GLU-2 C1QL2	C4-240 Post-1 GLU-2 C1QL2 ADAMTSL1
C3-88	C4-241	TRUE	6	0	1	C3-88 Post-1 GLU-2 C1QL2	C4-241 Post-1 GLU-2 C1QL2 ADAMTSL1
C3-89	C4-242	TRUE	6	0	1	C3-89 Post-1 GLU-2 PAX7	C4-242 Post-1 GLU-2 PAX7
C3-90	C4-243	TRUE	6	0	1	C3-90 Post-1 GLU-2 ADGRG4	C4-243 Post-1 GLU-2 ADGRG4 NTS
C3-90	C4-244	TRUE	6	0	1	C3-90 Post-1 GLU-2 ADGRG4	C4-244 Post-1 GLU-2 ADGRG4 PTH2R
C3-90	C4-245	TRUE	6	0	1	C3-90 Post-1 GLU-2 ADGRG4	C4-245 Post-1 GLU-2 ADGRG4 TFAP2B
C3-91	C4-246	TRUE	6	0	1	C3-91 Post-1 GLU-2 PGM5	C4-246 Post-1 GLU-2 PGM5
C3-92	C4-247	TRUE	6	0	1	C3-92 Post-1 GLU-3 AGTR1	C4-247 Post-1 GLU-3 AGTR1 EBF2
C3-92	C4-248	TRUE	6	0	1	C3-92 Post-1 GLU-3 AGTR1	C4-248 Post-1 GLU-3 AGTR1 EPB41L4A
C3-93	C4-249	TRUE	6	0	1	C3-93 Post-1 GLU-3 CBLN2	C4-249 Post-1 GLU-3 CBLN2 ADAMTS17
C3-93	C4-250	TRUE	6	0	1	C3-93 Post-1 GLU-3 CBLN2	C4-250 Post-1 GLU-3 CBLN2 CHST9
C3-93	C4-251	TRUE	6	0	1	C3-93 Post-1 GLU-3 CBLN2	C4-251 Post-1 GLU-3 CBLN2 CALCRL
C3-94	C4-252	TRUE	6	0	1	C3-94 Post-1 GLU-4 THSD7B	C4-252 Post-1 GLU-4 THSD7B PTH2R
C3-94	C4-253	TRUE	6	0	1	C3-94 Post-1 GLU-4 THSD7B	C4-253 Post-1 GLU-4 THSD7B SGCG
C3-94	C4-254	TRUE	6	0	1	C3-94 Post-1 GLU-4 THSD7B	C4-254 Post-1 GLU-4 THSD7B FAM83B
C3-94	C4-255	TRUE	6	0	1	C3-94 Post-1 GLU-4 THSD7B	C4-255 Post-1 GLU-4 THSD7B IL1RAPL2
C3-95	C4-256	TRUE	6	0	1	C3-95 Post-1 GLU-4 CRNDE	C4-256 Post-1 GLU-4 CRNDE EBF2
C3-95	C4-257	TRUE	6	0	1	C3-95 Post-1 GLU-4 CRNDE	C4-257 Post-1 GLU-4 CRNDE ADCYAP1
C3-96	C4-258	TRUE	6	0	1	C3-96 Post-1 GLU-4 NDNF	C4-258 Post-1 GLU-4 NDNF FBN2
C3-96	C4-259	TRUE	6	0	1	C3-96 Post-1 GLU-4 NDNF	C4-259 Post-1 GLU-4 NDNF COBLL1
C3-97	C4-260	TRUE	6	0	1	C3-97 Mid-3 GLU-1 RSPO3	C4-260 Mid-3 GLU-1 RSPO3 POU6F2
C3-97	C4-261	TRUE	6	0	1	C3-97 Mid-3 GLU-1 RSPO3	C4-261 Mid-3 GLU-1 RSPO3 ROR1
C3-97	C4-262	TRUE	6	0	1	C3-97 Mid-3 GLU-1 RSPO3	C4-262 Mid-3 GLU-1 RSPO3 NMBR
C3-97	C4-263	TRUE	6	0	1	C3-97 Mid-3 GLU-1 RSPO3	C4-263 Mid-3 GLU-1 RSPO3 TGFBI
C3-98	C4-264	TRUE	6	0	1	C3-98 Mid-3 GLU-1 ONECUT3	C4-264 Mid-3 GLU-1 ONECUT3 AGTR1
C3-98	C4-265	TRUE	6	0	1	C3-98 Mid-3 GLU-1 ONECUT3	C4-265 Mid-3 GLU-1 ONECUT3 OPN5
C3-99	C4-266	TRUE	6	0	1	C3-99 Mid-3 GLU-1 DLK1	C4-266 Mid-3 GLU-1 DLK1 TAC1
C3-99	C4-267	TRUE	6	0	1	C3-99 Mid-3 GLU-1 DLK1	C4-267 Mid-3 GLU-1 DLK1 MBNL3
C3-99	C4-268	TRUE	6	0	1	C3-99 Mid-3 GLU-1 DLK1	C4-268 Mid-3 GLU-1 DLK1 EBF2
C3-99	C4-269	TRUE	6	0	1	C3-99 Mid-3 GLU-1 DLK1	C4-269 Mid-3 GLU-1 DLK1 CLDN1
C3-99	C4-270	TRUE	6	0	1	C3-99 Mid-3 GLU-1 DLK1	C4-270 Mid-3 GLU-1 DLK1 MEIS1
